,playerID,nameFirst,nameLast,debut,finalGame,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,HBP,SH,SF,Years_Played,Af,Ef,DPf,HoF,Most Valuable Player,AS_games,Gold Glove,Rookie of the Year,World Series MVP,Silver Slugger,G_all,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,pre1920,1920-41,1942-45,1946-62,1963-76,1977-92,1993-2009,post2009,G_p_percent,G_c_percent,G_1b_percent,G_2b_percent,G_3b_percent,G_ss_percent,G_lf_percent,G_cf_percent,G_rf_percent,G_of_percent,G_dh_percent,pre1920_percent,1920-41_percent,1942-45_percent,1946-62_percent,1963-76_percent,1977-92_percent,1993-2009_percent,post2009_percent,throws_R,bats_R,debutYear,finalYear,AVE,OBP,Slug_Percent,OPS
18965,wheelze01,Zelous,Wheeler,2014-07-03,2014-09-26,29,57,6,11,0,0,2,5.0,0.0,2,12.0,1.0,1.0,1.0,1,21.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0,0,0,18,0,2,0,6,8,2.0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.6206896551724138,0.0,0.06896551724137931,0.0,0.20689655172413793,0.27586206896551724,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014.0,2014.0,0.19298245614035087,0.22580645161290322,0.2982456140350877,0.5240520656479909
18966,whelaji01,Jimmy,Whelan,1913-04-24,1913-04-24,1,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1913.0,1913.0,0.0,0.0,0.0,0.0
18968,whelato01,Tom,Whelan,1920-08-13,1920-08-13,1,1,0,0,0,0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1920.0,1920.0,0.0,0.5,0.0,0.5
18970,whisela01,Larry,Whisenton,1977-09-17,1982-09-30,116,205,27,48,10,3,4,21.0,3.0,29,42.0,0.0,1.0,2.0,5,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,0,0,0,0,0,0,40,0,14,54,0.0,0,0,0,0,0,116,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3448275862068966,0.0,0.1206896551724138,0.46551724137931033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1977.0,1982.0,0.23414634146341465,0.32489451476793246,0.37073170731707317,0.6956262220850056
18972,whisepe01,Pete,Whisenant,1952-04-16,1961-08-09,475,988,140,221,46,8,37,134.0,17.0,86,196.0,1.0,11.0,0.0,8,20.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475,0,1,0,1,1,0,124,140,94,342,0.0,0,0,0,475,0,0,0,0,0.0,0.002105263157894737,0.0,0.002105263157894737,0.002105263157894737,0.0,0.26105263157894737,0.29473684210526313,0.19789473684210526,0.72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1952.0,1961.0,0.2236842105263158,0.283609576427256,0.39878542510121456,0.6823950015284705
18974,whistle01,Lew,Whistler,1890-08-07,1893-06-15,272,1014,150,247,29,28,12,133.0,39.0,100,156.0,10.0,0.0,0.0,4,235.0,103.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,0,0,189,16,5,33,15,5,12,32,0.0,272,0,0,0,0,0,0,0,0.0,0.0,0.6948529411764706,0.058823529411764705,0.01838235294117647,0.1213235294117647,0.05514705882352941,0.01838235294117647,0.04411764705882353,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1890.0,1893.0,0.24358974358974358,0.31761565836298933,0.3629191321499014,0.6805347905128907
18975,whitalo01,Lou,Whitaker,1977-09-09,1995-10-01,2390,8570,1386,2369,420,65,244,1084.0,143.0,1197,1099.0,20.0,89.0,91.0,19,6653.0,189.0,1527.0,0.0,0.0,5.0,3.0,1.0,0.0,4.0,2390,0,0,0,2306,0,0,0,0,0,0,32.0,0,0,0,0,0,2095,295,0,0.0,0.0,0.0,0.9648535564853556,0.0,0.0,0.0,0.0,0.0,0.0,0.013389121338912133,0.0,0.0,0.0,0.0,0.0,0.8765690376569037,0.12343096234309624,0.0,1,0,1977.0,1995.0,0.2764294049008168,0.35978729808367615,0.4260210035005834,0.7858083015842596
18977,whitast01,Steve,Whitaker,1966-08-23,1970-05-09,266,758,73,174,20,6,24,85.0,4.0,54,174.0,5.0,2.0,5.0,5,22.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266,0,0,0,0,0,0,68,39,108,208,0.0,0,0,0,0,266,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2556390977443609,0.14661654135338345,0.40601503759398494,0.7819548872180451,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1966.0,1970.0,0.22955145118733508,0.2827669902912621,0.36675461741424803,0.6495216077055102
18982,whiteba01,Barney,White,1945-06-05,1945-06-16,4,1,2,0,0,0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,1,1,0,0,0,0,0.0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1945.0,1945.0,0.0,0.5,0.0,0.5
18983,whitebi01,Bill,White,1879-06-21,1879-06-21,1,4,1,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1879.0,1879.0,0.25,0.25,0.25,0.5
18984,whitebi02,Bill,White,1883-06-01,1888-10-14,467,1834,272,441,39,37,6,0.0,0.0,125,0.0,0.0,0.0,0.0,5,1437.0,348.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467,1,0,0,2,22,440,0,0,4,4,0.0,467,0,0,0,0,0,0,0,0.0021413276231263384,0.0,0.0,0.004282655246252677,0.047109207708779445,0.9421841541755889,0.0,0.0,0.008565310492505354,0.008565310492505354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1883.0,1888.0,0.24045801526717558,0.2889229198570699,0.311886586695747,0.600809506552817
18985,whitebi03,Bill,White,1956-05-07,1969-09-24,1673,5972,843,1706,278,65,202,870.0,103.0,596,927.0,28.0,39.0,45.0,13,966.0,115.0,1160.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,1673,0,0,1476,0,0,0,100,35,21,152,0.0,0,0,0,758,915,0,0,0,0.0,0.0,0.8822474596533174,0.0,0.0,0.0,0.05977286312014345,0.02092050209205021,0.012552301255230125,0.09085475194261805,0.0,0.0,0.0,0.0,0.45307830245068736,0.5469216975493126,0.0,0.0,0.0,0,0,1956.0,1969.0,0.2856664434025452,0.34880239520958084,0.4554588077695914,0.8042612029791723
18987,whitebu01,Burgess,Whitehead,1933-04-30,1946-09-29,924,3316,415,883,100,31,17,245.0,51.0,150,138.0,29.0,67.0,0.0,9,2556.0,138.0,486.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,924,0,0,0,715,118,55,0,0,0,0,0.0,0,869,0,55,0,0,0,0,0.0,0.0,0.0,0.7738095238095238,0.1277056277056277,0.05952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.9404761904761905,0.0,0.05952380952380952,0.0,0.0,0.0,0.0,1,1,1933.0,1946.0,0.2662846803377563,0.2981471083660865,0.330518697225573,0.6286658055916594
18992,whitede03,Devon,White,1985-09-02,2001-10-05,1941,7344,1125,1934,378,71,208,846.0,346.0,541,1526.0,87.0,61.0,47.0,17,97.0,71.0,23.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,1941,0,0,0,0,0,0,51,1722,130,1867,3.0,0,0,0,0,0,921,1020,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02627511591962906,0.8871715610510046,0.06697578567748583,0.9618753219989696,0.0015455950540958269,0.0,0.0,0.0,0.0,0.0,0.47449768160741884,0.5255023183925811,0.0,1,0,1985.0,2001.0,0.2633442265795207,0.3170792079207921,0.41911764705882354,0.7361968549796156
18993,whitede04,Derrick,White,1993-07-22,1998-08-18,76,116,10,21,5,0,3,8.0,3.0,2,28.0,1.0,0.0,0.0,3,13.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0,0,33,0,0,0,7,0,5,12,12.0,0,0,0,0,0,0,76,0,0.0,0.0,0.4342105263157895,0.0,0.0,0.0,0.09210526315789473,0.0,0.06578947368421052,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1993.0,1998.0,0.1810344827586207,0.20168067226890757,0.3017241379310345,0.503404810199942
18995,whitedo02,Don,White,1948-04-19,1949-10-02,143,422,41,98,20,2,1,38.0,2.0,33,28.0,2.0,10.0,0.0,2,46.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,0,0,0,0,21,0,39,7,60,102,0.0,0,0,0,143,0,0,0,0,0.0,0.0,0.0,0.0,0.14685314685314685,0.0,0.2727272727272727,0.04895104895104895,0.4195804195804196,0.7132867132867133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1948.0,1949.0,0.23222748815165878,0.284796573875803,0.2962085308056872,0.5810051046814901
18997,whiteed01,Ed,White,1955-09-16,1955-09-25,3,4,0,2,0,0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,2,2,0.0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1955.0,1955.0,0.5,0.6,0.5,1.1
18998,whiteed02,Ed,Whited,1989-07-05,1989-10-01,36,74,5,12,3,0,1,4.0,1.0,6,15.0,0.0,1.0,1.0,1,33.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0,3,0,29,0,0,0,0,0,0.0,0,0,0,0,0,36,0,0,0.0,0.0,0.08333333333333333,0.0,0.8055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1989.0,1989.0,0.16216216216216217,0.21951219512195122,0.24324324324324326,0.4627554383651945
19000,whiteel02,Elder,White,1962-04-10,1962-06-03,23,53,4,8,2,0,0,1.0,3.0,8,11.0,1.0,2.0,0.0,1,47.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,0,1,0,15,0,0,0,0,0.0,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0.043478260869565216,0.0,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1962.0,1962.0,0.1509433962264151,0.265625,0.18867924528301888,0.4543042452830189
19003,whitefr01,Frank,White,1973-06-12,1990-09-30,2324,7859,912,2006,407,58,160,886.0,178.0,412,1035.0,30.0,101.0,65.0,18,6629.0,206.0,1459.0,0.0,0.0,5.0,8.0,0.0,0.0,1.0,2324,0,0,0,2153,21,147,0,0,1,1,12.0,0,0,0,0,413,1911,0,0,0.0,0.0,0.0,0.9264199655765921,0.009036144578313253,0.06325301204819277,0.0,0.0,0.0004302925989672978,0.0004302925989672978,0.0051635111876075735,0.0,0.0,0.0,0.0,0.17771084337349397,0.822289156626506,0.0,0.0,1,1,1973.0,1990.0,0.25524875938414554,0.28912247549309084,0.38287313907621834,0.6719956145693091
19004,whitefu01,Fuzz,White,1940-09-17,1947-05-06,9,15,3,3,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,0,1,4,0,5,0.0,0,2,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,1,0,1940.0,1947.0,0.2,0.2,0.2,0.4
19006,whitege01,George,Whiteman,1907-09-13,1918-09-02,86,258,32,70,17,1,1,31.0,11.0,27,15.0,2.0,14.0,0.0,3,6.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,0,0,0,0,0,0,71,7,5,82,0.0,86,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8255813953488372,0.08139534883720931,0.05813953488372093,0.9534883720930233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1907.0,1918.0,0.2713178294573643,0.3289036544850498,0.35658914728682173,0.6854928017718716
19007,whitegi01,Gil,Whitehouse,1912-06-20,1915-10-03,37,123,16,27,6,2,0,9.0,3.0,6,19.0,1.0,2.0,0.0,2,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,1,2,0,0,0,0,0,2,26,28,0.0,36,0,0,0,0,0,0,0,0.027777777777777776,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.7222222222222222,0.7777777777777778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1912.0,1915.0,0.21951219512195122,0.25757575757575757,0.3008130081300813,0.5583887657058388
19008,whitegu01,Guerdon,Whiteley,1884-08-07,1885-07-17,41,169,18,30,2,2,1,7.0,0.0,2,33.0,0.0,0.0,0.0,2,12.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0,1,0,0,0,0,12,3,25,40,0.0,41,0,0,0,0,0,0,0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.2926829268292683,0.07317073170731707,0.6097560975609756,0.975609756097561,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1884.0,1885.0,0.17751479289940827,0.1871345029239766,0.23076923076923078,0.4179037336932074
19010,whiteja01,Jack,White,1904-06-26,1904-06-26,1,5,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1904.0,1904.0,0.0,0.0,0.0,0.0
19011,whiteja02,Jack,White,1927-06-22,1928-04-19,6,7,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,2,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,4,0,2,0,0,0,0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1927.0,1928.0,0.0,0.0,0.0,0.0
19012,whiteje01,Jerry,White,1974-09-16,1986-06-09,646,1196,155,303,50,9,21,109.0,57.0,148,174.0,7.0,7.0,9.0,11,19.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646,0,0,0,0,0,0,149,194,81,410,0.0,0,0,0,0,162,484,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306501547987616,0.30030959752321984,0.12538699690402477,0.6346749226006192,0.0,0.0,0.0,0.0,0.0,0.25077399380804954,0.7492260061919505,0.0,0.0,1,0,1974.0,1986.0,0.25334448160535117,0.33504023408924655,0.362876254180602,0.6979164882698485
19013,whitejo01,Jo-Jo,White,1932-04-15,1944-09-30,878,2652,456,678,83,42,8,229.0,92.0,386,276.0,13.0,35.0,0.0,9,52.0,60.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879,0,0,0,0,0,0,78,519,96,686,0.0,0,630,249,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08873720136518772,0.590443686006826,0.10921501706484642,0.7804323094425484,0.0,0.0,0.7167235494880546,0.2832764505119454,0.0,0.0,0.0,0.0,0.0,1,0,1932.0,1944.0,0.25565610859728505,0.34899546338302007,0.32767722473604827,0.6766726881190683
19015,whitejo03,Josh,Whitesell,2008-09-02,2009-08-20,53,115,8,23,7,0,2,15.0,0.0,25,31.0,2.0,0.0,0.0,2,12.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,0,31,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,53,0,0.0,0.0,0.5849056603773585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2008.0,2009.0,0.2,0.352112676056338,0.3130434782608696,0.6651561543172075
19019,whitema01,Mark,Whiten,1990-07-12,2000-05-11,940,3104,465,804,129,20,105,423.0,78.0,378,712.0,17.0,5.0,17.0,11,77.0,58.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940,1,0,0,0,0,0,132,67,695,867,20.0,0,0,0,0,0,297,643,0,0.0010638297872340426,0.0,0.0,0.0,0.0,0.0,0.14042553191489363,0.07127659574468086,0.7393617021276596,0.9223404255319149,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.3159574468085106,0.6840425531914893,0.0,1,0,1990.0,2000.0,0.25902061855670105,0.34052825901732464,0.41494845360824745,0.7554767126255721
19022,whitemi01,Milt,Whitehead,1884-04-20,1884-10-19,104,415,63,86,15,1,1,0.0,0.0,8,0.0,0.0,0.0,0.0,1,291.0,93.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,1,1,0,4,2,95,0,2,0,2,0.0,104,0,0,0,0,0,0,0,0.009615384615384616,0.009615384615384616,0.0,0.038461538461538464,0.019230769230769232,0.9134615384615384,0.0,0.019230769230769232,0.0,0.019230769230769232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1884.0,1884.0,0.20722891566265061,0.2222222222222222,0.25542168674698795,0.47764390896921016
19023,whitemi02,Mike,White,1963-09-21,1965-05-05,100,296,30,78,11,3,0,27.0,1.0,21,49.0,0.0,2.0,1.0,3,45.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,0,0,12,4,0,7,57,9,72,0.0,0,0,0,0,100,0,0,0,0.0,0.0,0.0,0.12,0.04,0.0,0.07,0.57,0.09,0.72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1963.0,1965.0,0.2635135135135135,0.309375,0.32094594594594594,0.630320945945946
19024,whitemy01,Myron,White,1978-09-04,1978-10-01,7,4,1,2,0,0,0,1.0,0.0,0,1.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0,1,0,3,4,0.0,0,0,0,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1978.0,1978.0,0.5,0.4,0.5,0.9
19026,whitero01,Roy,White,1965-09-07,1979-09-27,1881,6650,964,1803,300,51,160,758.0,233.0,934,708.0,29.0,53.0,69.0,15,122.0,52.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1881,0,0,7,3,17,0,1521,65,57,1625,112.0,0,0,0,0,1554,327,0,0,0.0,0.0,0.003721424774056353,0.001594896331738437,0.009037745879851143,0.0,0.8086124401913876,0.03455608718766613,0.030303030303030304,0.8639021796916534,0.05954279638490165,0.0,0.0,0.0,0.0,0.8261562998405104,0.17384370015948963,0.0,0.0,1,0,1965.0,1979.0,0.27112781954887216,0.35759534583063995,0.4037593984962406,0.7613547443268806
19027,whitero02,Rondell,White,1993-09-01,2007-09-30,1474,5357,756,1519,296,34,198,768.0,94.0,360,925.0,88.0,5.0,42.0,15,50.0,35.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1474,0,0,0,0,0,0,778,514,0,1246,165.0,0,0,0,0,0,0,1474,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5278154681139756,0.3487109905020353,0.0,0.8453188602442334,0.11194029850746269,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1993.0,2007.0,0.28355422811274966,0.3361244019138756,0.46238566361769645,0.798510065531572
19034,whitety01,Tyler,White,2016-04-05,2019-07-18,174,520,58,129,34,3,23,80.0,1.0,51,130.0,5.0,0.0,4.0,3,47.0,7.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,2,0,119,6,3,0,2,0,0,2,35.0,0,0,0,0,0,0,0,174,0.011494252873563218,0.0,0.6839080459770115,0.034482758620689655,0.017241379310344827,0.0,0.011494252873563218,0.0,0.0,0.011494252873563218,0.20114942528735633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016.0,2019.0,0.24807692307692308,0.31896551724137934,0.4576923076923077,0.7766578249336871
19035,whitewa01,Warren,White,1871-06-17,1884-06-27,168,723,96,184,13,4,0,0.0,0.0,2,0.0,0.0,0.0,0.0,6,506.0,246.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167,0,2,0,4,151,10,0,5,0,5,0.0,167,0,0,0,0,0,0,0,0.0,0.011976047904191617,0.0,0.023952095808383235,0.9041916167664671,0.059880239520958084,0.0,0.029940119760479042,0.0,0.029940119760479042,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1871.0,1884.0,0.2544951590594744,0.25655172413793104,0.2835408022130014,0.5400925263509324
19038,whitffr01,Fred,Whitfield,1962-05-27,1970-08-11,817,2284,242,578,93,8,108,356.0,7.0,139,371.0,16.0,7.0,19.0,9,353.0,49.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817,0,0,588,0,0,0,0,0,0,0,0.0,0,0,0,73,744,0,0,0,0.0,0.0,0.7197062423500612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08935128518971848,0.9106487148102815,0.0,0.0,0.0,0,0,1962.0,1970.0,0.2530647985989492,0.2973630831643002,0.4426444833625219,0.7400075665268221
19039,whitfte01,Terry,Whitfield,1974-09-29,1986-05-23,730,1913,233,537,93,12,33,179.0,18.0,138,288.0,10.0,32.0,13.0,10,41.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730,0,0,0,0,0,0,407,33,116,538,1.0,0,0,0,0,31,699,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5575342465753425,0.045205479452054796,0.1589041095890411,0.736986301369863,0.0013698630136986301,0.0,0.0,0.0,0.0,0.04246575342465753,0.9575342465753425,0.0,0.0,1,0,1974.0,1986.0,0.2807109252483011,0.32526115859449195,0.3936225823314166,0.7188837409259086
19044,whitmda02,Darrell,Whitmore,1993-06-25,1995-06-03,112,330,31,67,11,2,5,21.0,4.0,18,92.0,5.0,3.0,1.0,3,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,0,0,0,0,0,0,6,14,73,91,0.0,0,0,0,0,0,0,112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05357142857142857,0.125,0.6517857142857143,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1993.0,1995.0,0.20303030303030303,0.25210084033613445,0.29393939393939394,0.5460402342755284
19045,whitmdi01,Dick,Whitman,1946-04-16,1951-06-04,285,638,93,165,37,3,2,67.0,10.0,51,46.0,3.0,9.0,0.0,6,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,0,0,0,0,0,0,73,71,51,185,0.0,0,0,0,285,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.256140350877193,0.24912280701754386,0.17894736842105263,0.6491228070175439,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1946.0,1951.0,0.25862068965517243,0.3124108416547789,0.335423197492163,0.6478340391469419
19046,whitmfr01,Frank,Whitman,1946-06-30,1948-09-28,20,22,7,1,0,0,0,1.0,0.0,2,9.0,1.0,0.0,0.0,2,16.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,1,1,0,7,0,0,0,0,0.0,0,0,0,20,0,0,0,0,0.0,0.0,0.05,0.05,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1946.0,1948.0,0.045454545454545456,0.16,0.045454545454545456,0.20545454545454545
19047,whitnar01,Art,Whitney,1880-05-01,1891-08-22,978,3681,475,820,89,32,6,0.0,0.0,302,0.0,0.0,0.0,0.0,11,2195.0,448.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978,5,0,0,4,802,168,3,1,0,4,0.0,978,0,0,0,0,0,0,0,0.005112474437627812,0.0,0.0,0.00408997955010225,0.820040899795501,0.17177914110429449,0.003067484662576687,0.0010224948875255625,0.0,0.00408997955010225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1880.0,1891.0,0.22276555283890248,0.2816972131559126,0.26922032056506384,0.5509175337209764
19048,whitnfr01,Frank,Whitney,1876-05-17,1876-08-21,34,139,27,33,7,1,0,15.0,0.0,1,3.0,0.0,0.0,0.0,1,8.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0,0,1,0,0,24,0,10,34,0.0,34,0,0,0,0,0,0,0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.7058823529411765,0.0,0.29411764705882354,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1876.0,1876.0,0.23741007194244604,0.24285714285714285,0.302158273381295,0.5450154162384379
19050,whitnpi01,Pinky,Whitney,1928-04-11,1939-09-05,1539,5765,696,1701,303,56,93,927.0,45.0,400,438.0,17.0,135.0,0.0,12,3019.0,180.0,288.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1539,0,0,16,117,1359,3,0,0,0,0,0.0,0,1539,0,0,0,0,0,0,0.0,0.0,0.010396361273554255,0.07602339181286549,0.8830409356725146,0.001949317738791423,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1928.0,1939.0,0.2950563746747615,0.3352857369004274,0.41543798785776237,0.7507237247581897
